date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:20:57	12752/12752	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://www.bandungbandarasoetta.id/)
04:20:57	7068/7068	---M--	200	added ('OK')	font/woff2	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2?v=3.16.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-iconsd7b9.woff2	(from https://www.bandungbandarasoetta.id/)
04:20:57	12584/12584	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.16.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-iconsd7b9.ttf	(from https://www.bandungbandarasoetta.id/)
04:20:57	12660/12660	---M--	200	added ('OK')	font/woff	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.16.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-iconsd7b9.woff	(from https://www.bandungbandarasoetta.id/)
04:20:57	779/779	---M-Z	200	added ('OK')	application/rss+xml	etag:%222c94c8d81a37d4c367bc8241084ec31f%22	https://www.bandungbandarasoetta.id/comments/feed/	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/comments/feed/index.html	(from https://www.bandungbandarasoetta.id/)
04:20:58	36015/36015	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.16.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/icons/fl-iconsd7b9.svg	(from https://www.bandungbandarasoetta.id/)
04:20:58	742/742	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/style.css?ver=3.16.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/styleab82.css	(from https://www.bandungbandarasoetta.id/)
04:20:58	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2012:46:24%20GMT	https://www.bandungbandarasoetta.id/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-includes/js/jquery/jquery.mina7a0.js	(from https://www.bandungbandarasoetta.id/)
04:20:58	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2007:36:06%20GMT	https://www.bandungbandarasoetta.id/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.bandungbandarasoetta.id/)
04:20:58	58143/58143	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Dec%202022%2009:39:02%20GMT	https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/js/cht-front-script.min.js?ver=16061031593.0.4	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/plugins/chaty/js/cht-front-script.min632a.js	(from https://www.bandungbandarasoetta.id/)
04:20:59	37716/37716	---MCZ	200	added ('OK')	application/json	etag:%222655-1680729655;gz%22	https://www.bandungbandarasoetta.id/wp-json/wp/v2/pages/786	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-json/wp/v2/pages/786.json	(from https://www.bandungbandarasoetta.id/)
04:20:59	182896/182896	---MCZ	200	added ('OK')	application/json	etag:%222656-1680729656;gz%22	https://www.bandungbandarasoetta.id/wp-json/	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-json/index.html	(from https://www.bandungbandarasoetta.id/)
04:21:00	876/876	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Apr%202023%2021:20:56%20GMT	https://www.bandungbandarasoetta.id/xmlrpc.php?rsd	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/xmlrpc0db0.php	(from https://www.bandungbandarasoetta.id/)
04:21:00	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2018:19:12%20GMT	https://www.bandungbandarasoetta.id/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-includes/wlwmanifest.xml	(from https://www.bandungbandarasoetta.id/)
04:21:01	2400/2400	---M-Z	200	added ('OK')	application/json	etag:%222657-1680729657;gz%22	https://www.bandungbandarasoetta.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.bandungbandarasoetta.id%2F	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-json/oembed/1.0/embedefce.json	(from https://www.bandungbandarasoetta.id/)
04:21:01	2472/2472	---M-Z	200	added ('OK')	text/xml	etag:%222658-1680729658;gz%22	https://www.bandungbandarasoetta.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.bandungbandarasoetta.id%2F&format=xml	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-json/oembed/1.0/embedd807	(from https://www.bandungbandarasoetta.id/)
04:21:02	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2005%20Apr%202023%2021:20:58%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/tour%20web/www.googletagmanager.com/gtm.185445.delayed	(from https://www.bandungbandarasoetta.id/)
04:21:02	850/850	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Sep%202022%2004:00:21%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/cropped-icon-2-32x32.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/cropped-icon-2-32x32.png	(from https://www.bandungbandarasoetta.id/)
04:21:02	7121/7121	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Sep%202022%2004:00:21%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/cropped-icon-2-192x192.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/cropped-icon-2-192x192.png	(from https://www.bandungbandarasoetta.id/)
04:21:02	6666/6666	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Sep%202022%2004:00:21%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/cropped-icon-2-180x180.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/cropped-icon-2-180x180.png	(from https://www.bandungbandarasoetta.id/)
04:21:04	62320/62320	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:00%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	(from https://www.bandungbandarasoetta.id/)
04:21:04	62313/62313	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:00%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	(from https://www.bandungbandarasoetta.id/)
04:21:05	62322/62322	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:01%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	(from https://www.bandungbandarasoetta.id/)
04:21:06	62314/62314	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:02%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z11lE92JQEl8qw.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z11lE92JQEl8qw.woff	(from https://www.bandungbandarasoetta.id/)
04:21:07	62311/62311	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:03%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1JlE92JQEl8qw.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1JlE92JQEl8qw.woff	(from https://www.bandungbandarasoetta.id/)
04:21:07	62319/62319	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:03%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1xlE92JQEk.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1xlE92JQEk.woff	(from https://www.bandungbandarasoetta.id/)
04:21:08	62317/62317	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:04%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLBT5Z11lE92JQEl8qw.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLBT5Z11lE92JQEl8qw.woff	(from https://www.bandungbandarasoetta.id/)
04:21:09	62319/62319	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:05%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLBT5Z1JlE92JQEl8qw.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLBT5Z1JlE92JQEl8qw.woff	(from https://www.bandungbandarasoetta.id/)
04:21:10	62318/62318	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:06%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLBT5Z1xlE92JQEk.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLBT5Z1xlE92JQEk.woff	(from https://www.bandungbandarasoetta.id/)
04:21:10	62319/62319	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:06%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/dancing-script/If2cXTr6YS-zF4S-kcSWSVi_sxjsohD9F50Ruu7BMSo3Rep6hNX6pmRMjLo.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/dancing-script/If2cXTr6YS-zF4S-kcSWSVi_sxjsohD9F50Ruu7BMSo3Rep6hNX6pmRMjLo.woff	(from https://www.bandungbandarasoetta.id/)
04:21:11	62316/62316	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:07%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/dancing-script/If2cXTr6YS-zF4S-kcSWSVi_sxjsohD9F50Ruu7BMSo3ROp6hNX6pmRMjLo.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/dancing-script/If2cXTr6YS-zF4S-kcSWSVi_sxjsohD9F50Ruu7BMSo3ROp6hNX6pmRMjLo.woff	(from https://www.bandungbandarasoetta.id/)
04:21:12	62320/62320	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2021:21:08%20GMT	https://www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/dancing-script/If2cXTr6YS-zF4S-kcSWSVi_sxjsohD9F50Ruu7BMSo3Sup6hNX6pmRM.woff	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/home/n1602214/public_html/rafaeltourtravel.net/wp-content/fonts/dancing-script/If2cXTr6YS-zF4S-kcSWSVi_sxjsohD9F50Ruu7BMSo3Sup6hNX6pmRM.woff	(from https://www.bandungbandarasoetta.id/)
04:21:12	61355/61355	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2004:31:30%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/logo-transparant.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/logo-transparant.png	(from https://www.bandungbandarasoetta.id/)
04:21:12	562453/562453	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Sep%202022%2009:08:46%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/banner-2-800x800.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/banner-2-800x800.png	(from https://www.bandungbandarasoetta.id/)
04:21:12	522122/522122	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Sep%202022%2003:20:16%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/banner.jpg	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/banner.jpg	(from https://www.bandungbandarasoetta.id/)
04:21:12	569082/569082	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2007:24:58%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/travel-3-01.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/travel-3-01.png	(from https://www.bandungbandarasoetta.id/)
04:21:13	228177/228177	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Nov%202020%2007:38:04%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2020/11/New_Avanza.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2020/11/New_Avanza.png	(from https://www.bandungbandarasoetta.id/)
04:21:13	254807/254807	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Nov%202020%2007:40:58%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2020/11/innova.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2020/11/innova.png	(from https://www.bandungbandarasoetta.id/)
04:21:13	228288/228288	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Nov%202020%2007:42:44%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2020/11/Elf-Long-200px.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2020/11/Elf-Long-200px.png	(from https://www.bandungbandarasoetta.id/)
04:21:13	221129/221129	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Nov%202020%2007:40:50%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2020/11/Toyota-Hiace.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2020/11/Toyota-Hiace.png	(from https://www.bandungbandarasoetta.id/)
04:21:14	16237/16237	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.16.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-searchab82.js	(from https://www.bandungbandarasoetta.id/)
04:21:14	6475/6475	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2010:34:30%20GMT	https://www.bandungbandarasoetta.id/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://www.bandungbandarasoetta.id/)
04:21:14	17823/17823	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Sep%202022%2014:13:30%20GMT	https://www.bandungbandarasoetta.id/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.bandungbandarasoetta.id/)
04:21:14	1499/1499	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Apr%202022%2018:37:18%20GMT	https://www.bandungbandarasoetta.id/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-includes/js/hoverIntent.min3e5a.js	(from https://www.bandungbandarasoetta.id/)
04:21:14	55910/55910	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/js/flatsome.js?ver=2138faedd39ec708526d158d5a3d53d7	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/js/flatsome359c.js	(from https://www.bandungbandarasoetta.id/)
04:21:15	105898/105898	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2009:39:02%20GMT	https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/images/whatsapp.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/plugins/chaty/images/whatsapp.png	(from https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/css/chaty-front.min.css?ver=16061031593.0.4)
04:21:15	931/931	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2009:39:02%20GMT	https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/images/header-top.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/plugins/chaty/images/header-top.png	(from https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/css/chaty-front.min.css?ver=16061031593.0.4)
04:21:15	4094107/4094107	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Sep%202022%2003:24:06%20GMT	https://www.bandungbandarasoetta.id/wp-content/uploads/2022/09/voo-qqq-RSYBi_1fhfM-unsplash.jpg	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/uploads/2022/09/voo-qqq-RSYBi_1fhfM-unsplash.jpg	(from https://www.bandungbandarasoetta.id/)
04:21:15	627/627	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2009:39:02%20GMT	https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/images/header-bottom.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/plugins/chaty/images/header-bottom.png	(from https://www.bandungbandarasoetta.id/wp-content/plugins/chaty/css/chaty-front.min.css?ver=16061031593.0.4)
04:21:15	3790/3790	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/img/shadow@2x.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.16.0)
04:21:16	1020/1020	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2010:22:12%20GMT	https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/img/underline.png	C:/My%20Web%20Sites/tour%20web/www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/img/underline.png	(from https://www.bandungbandarasoetta.id/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.16.0)
